Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-08-15,0.49000000953674316,0.5,0.47999998927116394,0.49000000953674316,0.49000000953674316,10114200,7UP.BK
2023-08-16,0.49000000953674316,0.49000000953674316,0.4399999976158142,0.4399999976158142,0.4399999976158142,34773700,7UP.BK
2023-08-17,0.4399999976158142,0.47999998927116394,0.4399999976158142,0.47999998927116394,0.47999998927116394,30413800,7UP.BK
2023-08-18,0.4699999988079071,0.47999998927116394,0.46000000834465027,0.46000000834465027,0.46000000834465027,22532300,7UP.BK
2023-08-21,0.4699999988079071,0.49000000953674316,0.46000000834465027,0.47999998927116394,0.47999998927116394,57892600,7UP.BK
2023-08-22,0.49000000953674316,0.5199999809265137,0.49000000953674316,0.5,0.5,77040100,7UP.BK
2023-08-23,0.5099999904632568,0.5199999809265137,0.5,0.5099999904632568,0.5099999904632568,73516100,7UP.BK
2023-08-24,0.5099999904632568,0.5600000023841858,0.5,0.5299999713897705,0.5299999713897705,277001600,7UP.BK
2023-08-25,0.5299999713897705,0.5299999713897705,0.5,0.5199999809265137,0.5199999809265137,79695500,7UP.BK
2023-08-28,0.5199999809265137,0.5299999713897705,0.5099999904632568,0.5199999809265137,0.5199999809265137,16105700,7UP.BK
2023-08-29,0.5199999809265137,0.5699999928474426,0.5099999904632568,0.5199999809265137,0.5199999809265137,328942300,7UP.BK
2023-08-30,0.5199999809265137,0.5299999713897705,0.5099999904632568,0.5199999809265137,0.5199999809265137,48990900,7UP.BK
2023-08-31,0.5199999809265137,0.5199999809265137,0.5,0.5099999904632568,0.5099999904632568,46002800,7UP.BK
2023-09-01,0.5099999904632568,0.5600000023841858,0.5099999904632568,0.5299999713897705,0.5299999713897705,147952100,7UP.BK
2023-09-04,0.5299999713897705,0.5400000214576721,0.5199999809265137,0.5199999809265137,0.5199999809265137,31642800,7UP.BK
2023-09-05,0.5199999809265137,0.5600000023841858,0.5099999904632568,0.5400000214576721,0.5400000214576721,131119000,7UP.BK
2023-09-06,0.5400000214576721,0.5699999928474426,0.5299999713897705,0.5600000023841858,0.5600000023841858,236060400,7UP.BK
2023-09-07,0.5600000023841858,0.5899999737739563,0.5600000023841858,0.5699999928474426,0.5699999928474426,99579400,7UP.BK
2023-09-08,0.5799999833106995,0.5899999737739563,0.5,0.5199999809265137,0.5199999809265137,117037500,7UP.BK
2023-09-11,0.5199999809265137,0.5299999713897705,0.5,0.5099999904632568,0.5099999904632568,57385200,7UP.BK
2023-09-12,0.5199999809265137,0.5400000214576721,0.5199999809265137,0.5199999809265137,0.5199999809265137,41855100,7UP.BK
2023-09-13,0.5299999713897705,0.5299999713897705,0.5,0.5099999904632568,0.5099999904632568,22975500,7UP.BK
2023-09-14,0.5199999809265137,0.5199999809265137,0.5099999904632568,0.5199999809265137,0.5199999809265137,8373100,7UP.BK
2023-09-15,0.5199999809265137,0.5199999809265137,0.5,0.5099999904632568,0.5099999904632568,24726300,7UP.BK
