Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-08-15,5.050000190734863,5.050000190734863,4.960000038146973,5.0,5.0,2500,A.BK
2023-08-16,4.960000038146973,5.199999809265137,4.960000038146973,5.199999809265137,5.199999809265137,1400,A.BK
2023-08-17,4.980000019073486,5.0,4.980000019073486,5.0,5.0,3000,A.BK
2023-08-18,4.980000019073486,5.0,4.960000038146973,5.0,5.0,2100,A.BK
2023-08-21,5.0,5.0,5.0,5.0,5.0,6200,A.BK
2023-08-22,5.099999904632568,5.099999904632568,5.0,5.0,5.0,1900,A.BK
2023-08-23,5.0,5.050000190734863,5.0,5.050000190734863,5.050000190734863,1700,A.BK
2023-08-24,5.050000190734863,5.050000190734863,4.980000019073486,5.0,5.0,1600,A.BK
2023-08-25,4.980000019073486,5.050000190734863,4.980000019073486,5.050000190734863,5.050000190734863,1500,A.BK
2023-08-28,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,5.050000190734863,6100,A.BK
2023-08-29,5.099999904632568,5.099999904632568,5.050000190734863,5.099999904632568,5.099999904632568,1500,A.BK
2023-08-30,5.150000095367432,5.150000095367432,4.980000019073486,5.150000095367432,5.150000095367432,4500,A.BK
2023-08-31,5.150000095367432,5.150000095367432,5.0,5.150000095367432,5.150000095367432,22700,A.BK
2023-09-01,5.0,5.0,5.0,4.980000019073486,4.980000019073486,3200,A.BK
2023-09-04,5.0,5.0,4.960000038146973,4.980000019073486,4.980000019073486,6100,A.BK
2023-09-05,4.980000019073486,5.0,4.960000038146973,5.0,5.0,2400,A.BK
2023-09-06,5.0,5.099999904632568,5.0,5.099999904632568,5.099999904632568,1500,A.BK
2023-09-07,5.0,5.050000190734863,5.0,5.050000190734863,5.050000190734863,1900,A.BK
2023-09-08,5.0,5.050000190734863,4.960000038146973,5.050000190734863,5.050000190734863,2900,A.BK
2023-09-11,5.0,5.0,4.980000019073486,5.0,5.0,2300,A.BK
2023-09-12,5.0,5.050000190734863,4.980000019073486,5.050000190734863,5.050000190734863,2200,A.BK
2023-09-13,4.980000019073486,5.0,4.980000019073486,5.0,5.0,1700,A.BK
2023-09-14,5.0,5.0,4.980000019073486,5.0,5.0,1900,A.BK
2023-09-15,4.980000019073486,5.050000190734863,4.980000019073486,5.050000190734863,5.050000190734863,2000,A.BK
