Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-08-15,1534.050048828125,1535.969970703125,1517.3399658203125,1520.72998046875,1520.72998046875,3854400,^SET.BK
2023-08-16,1516.6400146484375,1521.4100341796875,1506.0,1519.56005859375,1519.56005859375,4845100,^SET.BK
2023-08-17,1515.0999755859375,1531.0799560546875,1512.0799560546875,1528.81005859375,1528.81005859375,4240200,^SET.BK
2023-08-18,1525.75,1527.75,1516.1800537109375,1519.1199951171875,1519.1199951171875,4483100,^SET.BK
2023-08-21,1522.43994140625,1529.3399658203125,1514.699951171875,1525.8499755859375,1525.8499755859375,3472500,^SET.BK
2023-08-22,1535.5400390625,1548.3199462890625,1532.449951171875,1545.5999755859375,1545.5999755859375,6131000,^SET.BK
2023-08-23,1550.199951171875,1554.280029296875,1543.3699951171875,1549.010009765625,1549.010009765625,5763800,^SET.BK
2023-08-24,1552.969970703125,1563.6199951171875,1552.969970703125,1557.4100341796875,1557.4100341796875,6048400,^SET.BK
2023-08-25,1554.739990234375,1562.1199951171875,1551.0999755859375,1560.199951171875,1560.199951171875,5315200,^SET.BK
2023-08-28,1566.0,1568.6800537109375,1560.4100341796875,1562.969970703125,1562.969970703125,6510200,^SET.BK
2023-08-29,1566.0,1573.18994140625,1563.1500244140625,1568.81005859375,1568.81005859375,5458600,^SET.BK
2023-08-30,1574.300048828125,1579.4300537109375,1572.8199462890625,1576.6700439453125,1576.6700439453125,5588900,^SET.BK
2023-08-31,1575.300048828125,1576.1700439453125,1563.030029296875,1565.93994140625,1565.93994140625,9274000,^SET.BK
2023-09-01,1569.199951171875,1571.81005859375,1559.199951171875,1561.510009765625,1561.510009765625,5468100,^SET.BK
2023-09-04,1564.9000244140625,1565.739990234375,1546.8399658203125,1548.6800537109375,1548.6800537109375,4998400,^SET.BK
2023-09-05,1548.8699951171875,1553.9300537109375,1545.4000244140625,1547.8599853515625,1547.8599853515625,5581800,^SET.BK
2023-09-06,1547.75,1554.7900390625,1542.6600341796875,1548.780029296875,1548.780029296875,5579900,^SET.BK
2023-09-07,1548.8599853515625,1556.93994140625,1546.4300537109375,1550.3599853515625,1550.3599853515625,3714500,^SET.BK
2023-09-08,1551.199951171875,1554.5,1546.9100341796875,1547.1700439453125,1547.1700439453125,4130100,^SET.BK
2023-09-11,1548.9300537109375,1550.4599609375,1535.8199462890625,1540.93994140625,1540.93994140625,4199600,^SET.BK
2023-09-12,1544.0799560546875,1550.6700439453125,1543.2099609375,1545.5,1545.5,4022000,^SET.BK
2023-09-13,1546.469970703125,1546.469970703125,1533.1300048828125,1535.31005859375,1535.31005859375,3517000,^SET.BK
2023-09-14,1538.030029296875,1547.7099609375,1532.47998046875,1545.1400146484375,1545.1400146484375,3714600,^SET.BK
2023-09-15,1550.0400390625,1551.010009765625,1541.5799560546875,1542.030029296875,1542.030029296875,4051500,^SET.BK
