Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-08-15,1.649999976158142,1.6699999570846558,1.6299999952316284,1.649999976158142,1.649999976158142,1010700,24CS.BK
2023-08-16,1.649999976158142,1.649999976158142,1.590000033378601,1.600000023841858,1.600000023841858,534400,24CS.BK
2023-08-17,1.6100000143051147,1.6799999475479126,1.600000023841858,1.659999966621399,1.659999966621399,1548900,24CS.BK
2023-08-18,1.6399999856948853,1.8300000429153442,1.6399999856948853,1.690000057220459,1.690000057220459,12463000,24CS.BK
2023-08-21,1.7100000381469727,1.75,1.690000057220459,1.7200000286102295,1.7200000286102295,3139200,24CS.BK
2023-08-22,1.7300000190734863,1.75,1.7000000476837158,1.7300000190734863,1.7300000190734863,954200,24CS.BK
2023-08-23,1.75,1.809999942779541,1.7400000095367432,1.7899999618530273,1.7899999618530273,5229200,24CS.BK
2023-08-24,1.7999999523162842,1.909999966621399,1.7899999618530273,1.8200000524520874,1.8200000524520874,4669300,24CS.BK
2023-08-25,1.8300000429153442,1.840000033378601,1.7899999618530273,1.7999999523162842,1.7999999523162842,1670700,24CS.BK
2023-08-28,1.8200000524520874,1.8200000524520874,1.7799999713897705,1.7999999523162842,1.7999999523162842,771900,24CS.BK
2023-08-29,1.809999942779541,1.8700000047683716,1.7999999523162842,1.8200000524520874,1.8200000524520874,2149600,24CS.BK
2023-08-30,1.8200000524520874,1.850000023841858,1.8200000524520874,1.840000033378601,1.840000033378601,529000,24CS.BK
2023-08-31,1.850000023841858,1.9199999570846558,1.8300000429153442,1.8700000047683716,1.8700000047683716,4569900,24CS.BK
2023-09-01,1.8700000047683716,1.899999976158142,1.7999999523162842,1.8200000524520874,1.8200000524520874,2448600,24CS.BK
2023-09-04,1.809999942779541,1.8200000524520874,1.7400000095367432,1.75,1.75,2179800,24CS.BK
2023-09-05,1.7599999904632568,1.7899999618530273,1.7400000095367432,1.75,1.75,1151900,24CS.BK
2023-09-06,1.75,1.7699999809265137,1.7200000286102295,1.7100000381469727,1.7100000381469727,980400,24CS.BK
2023-09-07,1.7200000286102295,1.75,1.7100000381469727,1.7300000190734863,1.7300000190734863,377200,24CS.BK
2023-09-08,1.75,1.7799999713897705,1.7400000095367432,1.75,1.75,494900,24CS.BK
2023-09-11,1.7400000095367432,1.75,1.7200000286102295,1.7100000381469727,1.7100000381469727,270600,24CS.BK
2023-09-12,1.7300000190734863,1.7300000190734863,1.7100000381469727,1.7200000286102295,1.7200000286102295,283500,24CS.BK
2023-09-13,1.7200000286102295,1.7400000095367432,1.7100000381469727,1.7100000381469727,1.7100000381469727,205900,24CS.BK
2023-09-14,1.7300000190734863,1.7300000190734863,1.690000057220459,1.7000000476837158,1.7000000476837158,420500,24CS.BK
2023-09-15,1.7200000286102295,1.8200000524520874,1.7100000381469727,1.7999999523162842,1.7999999523162842,2474200,24CS.BK
