Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-08-15,1.2699999809265137,1.2699999809265137,1.2400000095367432,1.2699999809265137,1.2699999809265137,122100,ABM.BK
2023-08-16,1.2799999713897705,1.3700000047683716,1.2400000095367432,1.3799999952316284,1.3799999952316284,1831100,ABM.BK
2023-08-17,1.3799999952316284,1.3899999856948853,1.340000033378601,1.3700000047683716,1.3700000047683716,829200,ABM.BK
2023-08-18,1.3799999952316284,1.3899999856948853,1.3200000524520874,1.350000023841858,1.350000023841858,536600,ABM.BK
2023-08-21,1.3700000047683716,1.409999966621399,1.3300000429153442,1.3899999856948853,1.3899999856948853,906800,ABM.BK
2023-08-22,1.3799999952316284,1.4700000286102295,1.3799999952316284,1.4299999475479126,1.4299999475479126,1683600,ABM.BK
2023-08-23,1.4700000286102295,1.4800000190734863,1.4199999570846558,1.4299999475479126,1.4299999475479126,540400,ABM.BK
2023-08-24,1.4199999570846558,1.4500000476837158,1.3899999856948853,1.440000057220459,1.440000057220459,337900,ABM.BK
2023-08-25,1.440000057220459,1.4500000476837158,1.409999966621399,1.4500000476837158,1.4500000476837158,196800,ABM.BK
2023-08-28,1.4500000476837158,1.4500000476837158,1.4199999570846558,1.4199999570846558,1.4199999570846558,210500,ABM.BK
2023-08-29,1.440000057220459,1.440000057220459,1.3899999856948853,1.399999976158142,1.399999976158142,160800,ABM.BK
2023-08-30,1.4199999570846558,1.440000057220459,1.399999976158142,1.4199999570846558,1.4199999570846558,116900,ABM.BK
2023-08-31,1.4199999570846558,1.5099999904632568,1.409999966621399,1.4800000190734863,1.4800000190734863,2327300,ABM.BK
2023-09-01,1.5099999904632568,1.5800000429153442,1.4700000286102295,1.4500000476837158,1.4500000476837158,2306900,ABM.BK
2023-09-04,1.4900000095367432,1.4900000095367432,1.440000057220459,1.4500000476837158,1.4500000476837158,278300,ABM.BK
2023-09-05,1.4700000286102295,1.5,1.440000057220459,1.4800000190734863,1.4800000190734863,392000,ABM.BK
2023-09-06,1.5099999904632568,1.5199999809265137,1.4700000286102295,1.4800000190734863,1.4800000190734863,483800,ABM.BK
2023-09-07,1.5099999904632568,1.5499999523162842,1.4900000095367432,1.5099999904632568,1.5099999904632568,657300,ABM.BK
2023-09-08,1.5199999809265137,1.5199999809265137,1.4900000095367432,1.5,1.5,310700,ABM.BK
2023-09-11,1.5,1.5199999809265137,1.4700000286102295,1.4700000286102295,1.4700000286102295,93900,ABM.BK
2023-09-12,1.4800000190734863,1.5299999713897705,1.4800000190734863,1.5299999713897705,1.5299999713897705,336300,ABM.BK
2023-09-13,1.5299999713897705,1.5299999713897705,1.5,1.5,1.5,337200,ABM.BK
2023-09-14,1.5199999809265137,1.5299999713897705,1.4500000476837158,1.5,1.5,160200,ABM.BK
2023-09-15,1.5099999904632568,1.5800000429153442,1.5,1.600000023841858,1.600000023841858,879800,ABM.BK
